TransactionID,Transaction Date,Transaction Amount,Notes,Transaction Type,Entity,TransactionTypeID
637,2018-03-17,-40.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
638,2018-03-19,-2.17,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
639,2018-03-19,-9.18,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
640,2018-03-20,-2.59,-,POS Purchase           ,FPOS DOLLARAMA # 337     FREDE,NULL
641,2018-03-20,-73.99,-,POS Purchase           ,SOBEYS #535        QPS   FREDE,8
642,2018-03-20,-45,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
643,2018-03-20,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
644,2018-03-21,-35.04,-,POS Purchase           ,JUNGLE JIM'S EATERY -    FREDE,27
645,2018-03-23,-29.32,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
646,2018-03-24,-18.63,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
647,2018-03-26,-41.99,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE,NULL
648,2018-03-26,-38.59,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
649,2018-03-27,-200,-,WITHDRAWAL             ,NULL,NULL
650,2018-03-28,-27.6,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE,27
651,2018-03-31,-42.16,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
652,2018-03-31,-7.35,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
653,2018-04-02,-290,23,Cheque                 ,NULL,21
654,2018-04-04,920.58,-,Tax Refund             ,CANADA                       ,18
655,2018-04-05,166.64,-,Provincial Payment     ,CANADA                       ,18
656,2018-04-06,-362.5,25,Cheque                 ,NULL,21
657,2018-04-07,-70.01,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
658,2018-04-07,-6.89,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
659,2018-04-07,-42.99,-,POS Purchase           ,ALCOOL NB LIQUOR  #045   FREDE,23
660,2018-04-09,-14.49,-,POS Purchase           ,PAPA GEORGIOS PIZZA      FREDE,27
661,2018-04-09,20,-,DEPOSIT                ,MB-EMAIL MONEY TRF,NULL
662,2018-04-10,-60.63,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
663,2018-04-10,-4.99,-,POS Purchase           ,OPOS Spotify P05932B849  Stock,31
664,2018-04-10,-1.14,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE,27
665,2018-04-12,-2.05,-,POS Purchase           ,FPOS UNIV OF NEW BRUNSWICFREDE,NULL
666,2018-04-13,-6.51,-,Miscellaneous Payment  ,PAYPAL                       ,25
667,2018-04-14,-22.33,-,POS Purchase           ,GRECO PIZZA              FREDE,27
668,2018-04-16,-8.02,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
669,2018-04-16,-60,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF,NULL
670,2018-04-16,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF,9
671,2018-04-17,-8.15,-,Miscellaneous Payment  ,PAYPAL                       ,25
672,2018-04-17,-71.77,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
673,2018-04-18,-8.58,-,POS Purchase           ,FPOS TIM HORTONS #0176# QFREDE,27
674,2018-04-19,-12.28,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
675,2018-04-20,-23.52,-,POS Purchase           ,FPOS MCGINNIS LANDING    FREDE,27
676,2018-04-21,-14.06,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
677,2018-04-23,-5.15,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE,27
678,2018-04-23,-75.99,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE,5
679,2018-04-24,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
680,2018-04-24,-140,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
681,2018-04-24,-11.59,-,POS Purchase           ,FPOS SUBWAY # 20599      FREDE,27
682,2018-04-24,-8.5,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
683,2018-04-25,-13.25,-,Miscellaneous Payment  ,PAYPAL                       ,25
684,2018-04-26,-8.91,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE,27
685,2018-04-26,-24.42,-,POS Purchase           ,PIZZA DELIGHT PROSPECT   FREDE,27
686,2018-04-27,-15.85,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE,27
687,2018-04-27,-5.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE,NULL
688,2018-04-28,-12.87,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
689,2018-04-28,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
690,2018-04-30,-2.17,-,POS Purchase           ,FPOS TIM HORTONS #2853# QBRIST,27
691,2018-04-30,-25,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
692,2018-05-01,362.5,-,Correction             ,NULL,15
693,2018-05-01,-362.5,-,Rent/Lease             ,SKYFALL                      ,6
694,2018-05-01,1451,-,ABM Deposit,NULL,NULL
695,2018-05-01,-70.04,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
696,2018-05-01,-43.62,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
697,2018-05-03,-5.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE,NULL
698,2018-05-03,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
699,2018-05-03,-220,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
700,2018-05-08,-91.73,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
701,2018-05-08,-4.04,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
702,2018-05-09,-387.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
703,2018-05-09,-20,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
704,2018-05-09,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
705,2018-05-10,-4.99,-,POS Purchase           ,OPOS Spotify P05ECF0E74  Stock,31
706,2018-05-15,-35,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
707,2018-05-15,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
708,2018-05-15,-80.02,-,POS Purchase           ,SOBEYS #535        QPS   FREDE,8
709,2018-05-15,-6.6,-,Miscellaneous Payment  ,PAYPAL                       ,25
710,2018-05-22,-53.13,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
711,2018-05-28,-30.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
712,2018-05-28,-22,-,POS Purchase           ,DR LILLIAN C LINTON PR   FLORE,NULL
713,2018-05-29,-13.25,-,Miscellaneous Payment  ,PAYPAL                       ,25
714,2018-05-29,-76,-,POS Purchase           ,FPOS UNB SECURITY        FREDE,26
715,2018-05-29,-13.25,-,Miscellaneous Payment  ,PAYPAL                       ,25
716,2018-05-29,4025,-,Student Loan           ,NB STUDENT LOAN              ,29
717,2018-05-30,-21.88,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
718,2018-05-30,-21.88,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
719,2018-05-31,-118.14,-,Miscellaneous Payment  ,EnergieNB Power              ,7
720,2018-06-01,-362.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
721,2018-06-01,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
722,2018-06-01,-35.89,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
723,2018-06-02,-15.99,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A,11
724,2018-06-02,-95.94,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
725,2018-06-05,-47.52,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
726,2018-06-05,-11.16,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
727,2018-06-06,-44.85,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo,11
728,2018-06-08,-12.99,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A,11
729,2018-06-08,-14.31,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
730,2018-06-09,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE,23
731,2018-06-11,-4.99,-,POS Purchase           ,OPOS Spotify P064BFC458  Stock,31
732,2018-06-13,-6.72,-,Miscellaneous Payment  ,PAYPAL                       ,25
733,2018-06-13,-6.9,-,POS Purchase           ,JACOBS DAIRY SHOP        FREDE,27
734,2018-06-13,-71,-,POS Purchase           ,FPOS COSTCO GAS W1090    FREDE,5
735,2018-06-18,-42.99,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE,NULL
736,2018-06-19,-13.8,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
737,2018-06-22,-9,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
738,2018-06-22,-50.52,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
739,2018-06-25,-175,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
740,2018-06-25,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
741,2018-06-26,-34.94,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A,11
742,2018-06-28,280,-,DEPOSIT                ,NULL,NULL
743,2018-06-28,166,-,ABM Deposit,NULL,NULL
744,2018-06-28,-158.62,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
745,2018-06-29,114.31,-,DEPOSIT                ,PC-EMAIL MONEY TRF,NULL
746,2018-06-29,-19.11,-,Miscellaneous Payment  ,EnergieNB Power              ,7
747,2018-07-03,-362.5,-,Rent/Lease             ,SKYFALL                      ,6
748,2018-07-03,-52.63,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
749,2018-07-03,-12,-,POS Purchase           ,PITA PIT                 FREDE,27
750,2018-07-03,-38.21,-,Miscellaneous Payment  ,EnergieNB Power              ,7
751,2018-07-05,161.9,-,Provincial Payment     ,CANADA                       ,18
752,2018-07-05,-12.59,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
753,2018-07-10,-4.99,-,POS Purchase           ,OPOS Spotify P06A7E5780  Stock,31
754,2018-07-10,-48.59,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
755,2018-07-11,-40,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
756,2018-07-11,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
757,2018-07-11,-15.82,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
758,2018-07-13,-6.8,-,Miscellaneous Payment  ,PAYPAL                       ,25
759,2018-07-17,-66.91,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
760,2018-07-18,-5.99,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
761,2018-07-23,-27.73,-,Miscellaneous Payment  ,EnergieNB Power              ,7
762,2018-07-23,-60.02,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE,5
763,2018-07-23,-9.06,-,POS Purchase           ,FPOS CANADIAN TIRE #0035 FREDE,NULL
764,2018-07-23,-100,-,ABM Withdrawal,NULL,NULL
765,2018-07-24,-83.19,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
766,2018-07-25,-11.16,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
767,2018-07-27,-14.81,-,POS Purchase           ,FPOS SUBWAY # 5290       FREDE,27
768,2018-07-27,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE,5
769,2018-07-27,-153.2,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
770,2018-07-30,-29.9,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
771,2018-07-31,-26.91,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
772,2018-08-01,-362.5,-,Rent/Lease             ,SKYFALL                      ,6
773,2018-08-02,4138,-,EI                     ,CANADA                       ,18
774,2018-08-06,40,-,DEPOSIT                ,PC-EMAIL MONEY TRF,NULL
775,2018-08-07,-71.41,-,POS Purchase           ,SOBEYS #535        QPS   FREDE,8
776,2018-08-07,-5.5,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
777,2018-08-08,2016,-,EI                     ,CANADA                       ,18
778,2018-08-09,-35.35,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
779,2018-08-10,-20.16,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE,27
780,2018-08-10,-4.99,-,POS Purchase           ,OPOS Spotify P0701A2854  Stock,31
781,2018-08-11,-200,-,ABM Withdrawal,NULL,NULL
782,2018-08-13,-27.12,-,POS Purchase           ,KING STREET ALE HOUSE    FREDE,27
783,2018-08-13,-6.31,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE,27
784,2018-08-13,-18,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
785,2018-08-14,-20.16,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
786,2018-08-14,-6.78,-,Miscellaneous Payment  ,PAYPAL                       ,25
787,2018-08-14,-86.2,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
788,2018-08-15,-200,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
789,2018-08-15,-44.42,-,Miscellaneous Payment  ,EnergieNB Power              ,7
790,2018-08-15,-75,-,POS Purchase           ,CIRCLE K / IRVING #201   FREDE,5
791,2018-08-15,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
792,2018-08-21,-31.04,-,POS Purchase           ,DINER DOWN UNDER         BATH ,27
793,2018-08-23,-1.94,-,POS Purchase           ,FPOS TIM HORTONS #2853# QBRIST,27
794,2018-08-25,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE,23
795,2018-08-25,-9,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE,27
796,2018-08-27,-6.08,-,POS Purchase           ,FPOS TIM HORTONS #2848# QFREDE,27
797,2018-08-27,-12.59,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
798,2018-08-27,-154.72,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
799,2018-08-28,-104.41,-,POS Purchase           ,SOBEYS #535        QPS   FREDE,8
800,2018-08-29,-20.02,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
801,2018-08-29,-35.38,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE,27
802,2018-08-30,-23.78,-,POS Purchase           ,THE SNOOTY FOX           FREDE,27
803,2018-08-30,-80.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
804,2018-09-04,-362.5,-,Rent/Lease             ,SKYFALL                      ,6
805,2018-09-04,-38.98,-,POS Purchase           ,WAL-MART #3032           FREDE,NULL
806,2018-09-04,18.75,-,Student Loan           ,CANADA                       ,29
807,2018-09-05,-20,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF,NULL
808,2018-09-05,-167,-,POS Purchase           ,UNB DESIGN WORKS CAMPS   FREDE,26
809,2018-09-05,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF,9
810,2018-09-06,4764,-,Student Loan           ,NB STUDENT LOAN              ,29
811,2018-09-07,-5.68,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
812,2018-09-08,-17.45,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE,27
813,2018-09-08,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE,23
814,2018-09-08,-10,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A,11
815,2018-09-10,-15.84,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE,27
816,2018-09-10,-4.99,-,POS Purchase           ,OPOS Spotify P0763C8738  Stock,31
817,2018-09-10,-8.03,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
818,2018-09-10,-39.54,-,POS Purchase           ,OPOS Amazon.ca           AMAZO,11
819,2018-09-11,-35.34,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE,8
820,2018-09-12,-200,-,WITHDRAWAL             ,NULL,NULL
821,2018-09-13,-6.79,-,Miscellaneous Payment  ,PAYPAL                       ,25
822,2018-09-13,-48.9,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE,27
823,2018-09-14,-39.47,-,Miscellaneous Payment  ,EnergieNB Power              ,7
824,2018-09-17,-14.03,-,POS Purchase           ,FPOS A&W #7218           FREDE,27
825,2018-09-17,-6.08,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE,27
826,2018-09-18,-61.13,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE,8
827,2018-09-19,-60,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE,5
828,2018-09-19,-150.05,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT,10
829,2018-09-21,-11.49,-,Miscellaneous Payment  ,PAYPAL                       ,25
830,2018-09-22,-7.12,-,POS Purchase           ,FPOS TIM HORTONS #0105# QFREDE,27
831,2018-09-24,-21.84,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE,27
832,2018-09-25,85.95,-,DEPOSIT                ,PC-EMAIL MONEY TRF,NULL
833,2018-09-25,-64.72,-,POS Purchase           ,SOBEYS #849        QPS   FREDE,8
834,2018-09-27,-13.22,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE,27
835,2018-09-28,-6.31,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE,27
2010,2018-09-29,-83.75,-,POS Purchase,Wal-Mart #3032 Frederictonnbca,NULL
2011,2018-10-01,-362.5,-,Rent/Lease,Skyfall,6
2012,2018-10-02,-35.37,-,POS Purchase,Fpos Sobeys #535 Qfrederictonnbcd,8
2013,2018-10-03,-11.36,-,POS Purchase,Fpos Mary Brown'S 3500 Frederictonnbcd,27
2014,2018-10-03,175,-,DEPOSIT        ,DEPOSIT        ,NULL
2015,2018-10-05,161.9,-,Provincial Payment ,Canada,NULL
2016,2018-10-05,-81.16,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2017,2018-10-05,-25.27,-,POS Purchase,Wal-Mart #1043 Woodstock NBCA,NULL
2018,2018-10-10,-4.99,-,POS Purchase,Opos Spotify P07CA7B561 Stockholm SE,31
2019,2018-10-11,-12.98,-,POS Purchase,Fpos Wendy'S Restaurant Qfrederictonnbca,27
2020,2018-10-12,-13.25,-,POS Purchase,Opos Cineplex #8030 Web Qtoronto ONCA,NULL
2021,2018-10-15,-6.74,-,Miscellaneous Payment,Paypal,NULL
2022,2018-10-16,-40.19,-,POS Purchase,Ringo'S Bar & Grill Frederictonnbca,27
2023,2018-10-16,-47.7,-,POS Purchase,Fpos Sobeys #535 Qfrederictonnbcd,8
2024,2018-10-16,-41.79,-,Miscellaneous Payment,EnergieNB Power,7
2025,2018-10-20,-11.43,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2026,2018-10-20,-60.01,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2027,2018-10-23,-32.43,-,POS Purchase,Sobeys #535 Qps Frederictonnbcd,8
2028,2018-10-24,-150.05,-,POS Purchase,Opos Bell Aliant Online #Saint John NBCA,10
2029,2018-10-24,-20.4,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2030,2018-10-26,-28.49,-,POS Purchase,Montana'S Cookhouse #3043Frederictonnbcd,27
2031,2018-10-26,-5.74,-,POS Purchase,Fpos Cineplex #6111 Frederictonnbcd,NULL
2032,2018-10-27,-37.59,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2033,2018-10-27,-23.99,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2034,2018-10-29,-220,-,POS Purchase,Regent & Priestman 1 FrederictonNB,NULL
2035,2018-10-30,-72.95,-,POS Purchase,Fpos Sobeys #535 Qfrederictonnbcd,8
2036,2018-11-01,-362.5,-,Rent/Lease,Skyfall,6
2037,2018-11-02,-12.65,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2038,2018-11-02,-5.74,-,POS Purchase,Fpos Cineplex #6111 Frederictonnbcd,NULL
2039,2018-11-03,-13.71,-,POS Purchase,Fpos A&W Main Street Plazfrederictonnbca,27
2040,2018-11-03,-82.86,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2041,2018-11-08,-15.8,-,POS Purchase,Greco Pizza Frederictonnbcd,27
2042,2018-11-10,-4.99,-,POS Purchase,Opos Spotify P0831353E6 Stockholm SE,31
2043,2018-11-10,-15.5,-,POS Purchase,Fpos A&W #7111 Frederictonnbca,27
2044,2018-11-10,-16.34,-,POS Purchase,Wal-Mart #3032 Frederictonnbca,NULL
2045,2018-11-13,-6.82,-,Miscellaneous Payment,Paypal,NULL
2046,2018-11-14,-139.81,-,POS Purchase,Wal-Mart #3032 Frederictonnbca,NULL
2047,2018-11-15,-9.53,-,POS Purchase,Fpos Subway # 5290 Frederictonnbcd,27
2048,2018-11-19,-40.01,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2049,2018-11-19,-11.43,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2050,2018-11-22,-27.62,-,POS Purchase,Greco Pizza Frederictonnbcd,27
2051,2018-11-23,-11.43,-,POS Purchase,Fpos A&W #7111 Frederictonnbca,27
2052,2018-11-23,-11.48,-,POS Purchase,Fpos Cineplex #6111 Frederictonnbcd,NULL
2053,2018-11-24,-15.53,-,POS Purchase,Rotisserie St Hubert # Frederictonnbca,27
2054,2018-11-26,-13.89,-,POS Purchase,Fpos Manchu Wok Restauranfrederictonnb- CA,27
2055,2018-11-26,-11.59,-,POS Purchase,Pretzelmaker Frederictonnbcd,27
2056,2018-11-26,-660,-,WITHDRAWAL        ,03792670 MB-Email Money Trf,NULL
2057,2018-11-26,0,-,Service Charge,MB-Free Email Money Trf,9
2058,2018-11-27,-11.9,-,POS Purchase,Domino'S Pizza #10902 Frederictonnbcd,27
2059,2018-11-27,-50.69,-,POS Purchase,Fpos Sobeys 375 Frederictonnbcd,8
2060,2018-11-28,-61.16,-,POS Purchase,Fpos Circle K / Irving Qfrederictonnbca,5
2061,2018-11-29,-150.05,-,POS Purchase,Opos Bell Aliant Online #Saint John NBCA,10
2062,2018-11-29,-50,-,WITHDRAWAL        ,20579132 PC-Email Money Trf,NULL
2063,2018-11-29,0,-,Service Charge,PC-Free Email Money Trf,9
2064,2018-11-29,-200,-,ABM Withdrawal,Regent & Priestman 3 FrederictonNB,NULL
2065,2018-11-30,-11.71,-,POS Purchase,Fpos Wendy'S Restaurant Qfrederictonnbca,27
2066,2018-11-30,-63.18,-,Miscellaneous Payment,EnergieNB Power,7
2067,2018-12-03,-34.97,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2068,2018-12-03,-31.03,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2069,2018-12-03,66,-,DEPOSIT        ,39568763 PC-Email Money Trf,NULL
2070,2018-12-03,-2.2,-,POS Purchase,Fpos University of New Brfrederictonnbca,NULL
2071,2018-12-03,-362.5,-,Rent/Lease,Skyfall,6
2072,2018-12-04,-17.24,-,Miscellaneous Payment,Paypal,NULL
2073,2018-12-05,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2074,2018-12-06,-12.58,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2075,2018-12-06,-6,-,Miscellaneous Payment,Paypal,NULL
2076,2018-12-08,-8.03,-,POS Purchase,Fpos Tim Hortons #0276# Qfrederictonnbcd,27
2077,2018-12-08,-20.98,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2078,2018-12-08,-5.79,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2079,2018-12-08,-665.03,-,POS Purchase,Sleep Country #482 Frederictonnbca,NULL
2080,2018-12-08,-14.49,-,POS Purchase,Papa Georgios Pizza Frederictonnbca,27
2081,2018-12-08,-114.97,-,POS Purchase,Opos Amzn Mktp CA Www.Amazon.ONCA,11
2082,2018-12-10,-24.98,-,POS Purchase,Greco Pizza Frederictonnbcd,27
2083,2018-12-10,20,-,DEPOSIT        ,68335287 PC-Email Money Trf,NULL
2084,2018-12-10,-4.99,-,POS Purchase,Opos Spotify P089CC44FF Stockholm SE,31
2085,2018-12-10,17.24,-,Miscellaneous Payment,Paypal,NULL
2086,2018-12-10,-60,-,POS Purchase,Cliffe Street Grab N G Frederictonnbca,5
2087,2018-12-10,-12.87,-,POS Purchase,Fpos Burger King #23282 Frederictonnbca,27
2088,2018-12-11,-48.98,-,POS Purchase,Fpos Sobeys #849 Qfrederictonnbcd,8
2089,2018-12-11,166.26,-,DEPOSIT        ,78017091 PC-Email Money Trf,NULL
2090,2018-12-12,-5.74,-,Miscellaneous Payment,Paypal,NULL
2091,2018-12-12,-5.74,-,Miscellaneous Payment,Paypal,NULL
2092,2018-12-13,-6.92,-,Miscellaneous Payment,Paypal,NULL
2093,2018-12-17,-13.5,-,POS Purchase,Opos Cineplex #8030 Web Qtoronto ONCA,NULL
2094,2018-12-17,-28.74,-,POS Purchase,Fpos Cineplex #6111 Frederictonnbcd,NULL
2095,2018-12-17,-11.43,-,POS Purchase,Fpos A&W #7218 Frederictonnbca,27
2096,2018-12-18,-13.89,-,POS Purchase,Fpos Manchu Wok Restauranfrederictonnb- CA,27
2097,2018-12-18,-27.53,-,POS Purchase,Opos Domino'S Pizza #1090Frederictonnbca,27
2098,2018-12-19,-7.69,-,POS Purchase,Fpos Mcdonald'S #1808 Frederictonnbca,27
2099,2018-12-19,-6.9,-,POS Purchase,Fpos Dairy Shop/ Gisele'S Frederictonnbca,27
2100,2018-12-22,166.26,-,DEPOSIT        ,28547154 MB-Email Money Trf,NULL
2101,2018-12-27,-6.51,-,POS Purchase,Fpos Tim Hortons #2598 Woodstock NBCD,27
2102,2018-12-27,-33,-,POS Purchase,Ultramar #12659 Bath NBCA,NULL
2103,2018-12-31,-150.05,-,POS Purchase,Opos Bell Aliant Online #Saint John NBCA,10
2104,2018-12-31,-80.88,-,Miscellaneous Payment,EnergieNB Power,7
2105,2019-01-02,-362.5,-,Rent/Lease,Skyfall,6
2106,2019-01-04,161.9,-,Provincial Payment ,Canada,NULL
2107,2019-01-04,-40,-,POS Purchase,Fpos Irving/ Florencevilleflorencev- Ilnbca,5
2108,2019-01-05,-265.49,-,POS Purchase,Opos 191.88 Codecademy New York NYUS,NULL
2109,2019-01-07,-13.07,-,POS Purchase,Fpos Mcdonald'S #1808 Frederictonnbca,27
2110,2019-01-07,-20.54,-,POS Purchase,Fpos Subway # 22010 Frederictonnbcd,27
2111,2019-01-08,912,-,ABM Deposit,Regent & Priestman 1 FrederictonNB,NULL
2112,2019-01-08,-400,-,AMB Withdrawl,Regent & Priestman 1 FrederictonNB,NULL
2113,2019-01-08,-54.05,-,POS Purchase,Fpos Costco Gas W1090 Frederictonnbca,NULL
2114,2019-01-08,-66.92,-,POS Purchase,Fpos Sobeys 375 Frederictonnbcd,8
2115,2019-01-08,150.1,-,DEPOSIT        ,99605161 PC-Email Money Trf,NULL
2116,2019-01-09,3546.75,-,Student Loan,NB Student Loan,29
2117,2019-01-09,-25.12,-,POS Purchase,Opos Amazon.ca Amazon.CA ONCA,11
