Transaction Date, Transaction Amount, Notes, Transaction Type, Entity
7/4/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
7/3/2019,-320,-,Correction             ,
7/3/2019,340,-,DEPOSIT                ,
7/2/2019,-370,-,Rent/Lease             ,SKYFALL                      
6/28/2019,320,-,ABM Deposit,
6/24/2019,35,-,DEPOSIT                ,MB-EMAIL MONEY TRF
6/19/2019,-151.44,-,POS Purchase           ,#284 SPORT CHEK          FREDE
6/19/2019,-3.91,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST
6/18/2019,-2.77,-,Miscellaneous Payment  ,PAYPAL                       
6/17/2019,-54.72,-,POS Purchase           ,FPOS WATERVILLE IRVING 15WATER
6/11/2019,-149.44,-,POS Purchase           ,#284 SPORT CHEK          FREDE
6/11/2019,-25.04,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE
6/10/2019,-13.99,-,POS Purchase           ,OPOS CINEPLEX #8030 WEB QTORON
6/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0B480BBD8  Stock
6/10/2019,-160.21,-,POS Purchase           ,WAL-MART #3032           FREDE
6/10/2019,-15.49,-,POS Purchase           ,FPOS SUBWAY # 20599      FREDE
6/7/2019,-12.87,-,POS Purchase           ,FPOS SOBEYS #349        QFREDE
6/6/2019,-67.12,-,Insurance              ,AMERICAN INCOME              
6/6/2019,-44.85,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo
6/6/2019,-56.25,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
6/3/2019,-370,-,Rent/Lease             ,SKYFALL                      
5/29/2019,-19.83,-,POS Purchase           ,THE HILLTOP              FREDE
5/28/2019,-33.71,-,POS Purchase           ,GRECO PIZZA              FREDE
5/28/2019,-200,-,ABM Withdrawal,
5/28/2019,-150,-,POS Purchase           ,SOBEYS 375               FREDE
5/28/2019,-62.17,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
5/27/2019,-3.89,-,Miscellaneous Payment  ,PAYPAL                       
5/25/2019,-1.54,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
5/22/2019,-16.08,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
5/21/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
5/21/2019,-4.36,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
5/21/2019,-32.88,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
5/18/2019,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
5/18/2019,-500,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
5/17/2019,-32.65,-,POS Purchase           ,GRECO PIZZA              FREDE
5/15/2019,-7.46,-,POS Purchase           ,FPOS TIM HORTONS #0276   FREDE
5/14/2019,-6.95,-,Miscellaneous Payment  ,PAYPAL                       
5/14/2019,-8.05,-,POS Purchase           ,FPOS SOBEYS 375          FREDE
5/14/2019,-43,-,POS Purchase           ,FPOS CRUISER HOLDINGS INCCHARL
5/13/2019,221.8,-,Tax Refund             ,CANADA                       
5/11/2019,0.34,-,POS Return             ,OPOS 0.26 Amazon.com     Amzn.
5/10/2019,-4.29,-,POS Purchase           ,FPOS TIM HORTONS #2848   FREDE
5/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0ACCBD915  Stock
5/9/2019,-7.23,-,POS Purchase           ,GRECO PIZZA              FREDE
5/9/2019,-36.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
5/9/2019,-31.71,-,POS Purchase           ,THE SNOOTY FOX           FREDE
5/9/2019,-30,-,POS Purchase           ,FPOS MURRAY'S IRVING     BEARD
5/8/2019,-4.91,-,POS Purchase           ,FPOS GLENN'S GROCERY LTD.FLORE
5/8/2019,-12.24,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
5/8/2019,-149.44,-,POS Purchase           ,#284 SPORT CHEK          FREDE
5/8/2019,-3.71,-,POS Purchase           ,FPOS TIM HORTONS #2853   BRIST
5/6/2019,-54.27,-,Miscellaneous Payment  ,EnergieNB Power              
5/6/2019,-12.62,-,POS Purchase           ,FPOS BURGER KING #23282  FREDE
5/6/2019,-20,-,POS Purchase           ,CLIFFE STREET IRVING     FREDE
5/6/2019,-20,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
5/4/2019,-160.4,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
5/3/2019,-23.31,-,POS Purchase           ,GRECO PIZZA              FREDE
5/2/2019,-19.83,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE
5/2/2019,-6.9,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
5/1/2019,-370,-,Rent/Lease             ,SKYFALL                      
5/1/2019,-28.74,-,Miscellaneous Payment  ,PAYPAL                       
5/1/2019,-12.41,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE
4/30/2019,-15.39,-,POS Purchase           ,SUBWAY # 5290            FREDE
4/30/2019,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
4/29/2019,-5.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
4/29/2019,-9.42,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
4/29/2019,-9.53,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
4/29/2019,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
4/29/2019,-60,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
4/25/2019,-3.89,-,Miscellaneous Payment  ,PAYPAL                       
4/25/2019,-15.52,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
4/25/2019,1719,-,DEPOSIT                ,
4/18/2019,-11.49,-,Miscellaneous Payment  ,PAYPAL                       
4/18/2019,-19.39,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
4/17/2019,-13.44,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE
4/17/2019,-30.9,-,POS Purchase           ,WAL-MART #3032           FREDE
4/17/2019,-80,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
4/17/2019,-180,-,ABM Withdrawal,
4/16/2019,-7.66,-,POS Purchase           ,FPOS TIM HORTONS #2131   FREDE
4/15/2019,-6.91,-,Miscellaneous Payment  ,PAYPAL                       
4/15/2019,-33.28,-,POS Purchase           ,GRECO PIZZA              FREDE
4/15/2019,-9.41,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
4/11/2019,-11.59,-,POS Purchase           ,FPOS MARY BROWN'S 3500   FREDE
4/10/2019,-4.99,-,POS Purchase           ,OPOS Spotify P0A56621F8  Stock
4/10/2019,-6.43,-,POS Purchase           ,FPOS TIM HORTONS #0176   FREDE
4/9/2019,-10.35,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
4/9/2019,-28.8,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
4/8/2019,-1.36,-,POS Purchase           ,FPOS UNIV OF NEW BRUNSWICFREDE
4/6/2019,-2.96,-,POS Purchase           ,MAIL N MART              FREDE
4/6/2019,-20.25,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
4/5/2019,161.9,-,Provincial Payment     ,CANADA                       
4/2/2019,-160,-,ABM Withdrawal,
4/2/2019,-51.87,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
4/1/2019,-362.5,-,Rent/Lease             ,SKYFALL                      
4/1/2019,-11.83,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
9/28/2018,-6.31,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
9/27/2018,-13.22,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
9/25/2018,-64.72,-,POS Purchase           ,SOBEYS #849        QPS   FREDE
9/25/2018,85.95,-,DEPOSIT                ,PC-EMAIL MONEY TRF
9/24/2018,-21.84,-,POS Purchase           ,FPOS DAIRY SHOP/GISELE'S FREDE
9/22/2018,-7.12,-,POS Purchase           ,FPOS TIM HORTONS #0105# QFREDE
9/21/2018,-11.49,-,Miscellaneous Payment  ,PAYPAL                       
9/19/2018,-150.05,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
9/19/2018,-60,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
9/18/2018,-61.13,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
9/17/2018,-14.03,-,POS Purchase           ,FPOS A&W #7218           FREDE
9/17/2018,-6.08,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE
9/14/2018,-39.47,-,Miscellaneous Payment  ,EnergieNB Power              
9/13/2018,-6.79,-,Miscellaneous Payment  ,PAYPAL                       
9/13/2018,-48.9,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE
9/12/2018,-200,-,WITHDRAWAL             ,
9/11/2018,-35.34,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
9/10/2018,-8.03,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
9/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P0763C8738  Stock
9/10/2018,-15.84,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE
9/10/2018,-39.54,-,POS Purchase           ,OPOS Amazon.ca           AMAZO
9/8/2018,-10,-,POS Purchase           ,OPOS AMZN Mktp CA        WWW.A
9/8/2018,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
9/8/2018,-17.45,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
9/7/2018,-5.68,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
9/6/2018,4764,-,Student Loan           ,NB STUDENT LOAN              
9/5/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
9/5/2018,-20,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
9/5/2018,-167,-,POS Purchase           ,UNB DESIGN WORKS CAMPS   FREDE
9/4/2018,-362.5,-,Rent/Lease             ,SKYFALL                      
9/4/2018,-38.98,-,POS Purchase           ,WAL-MART #3032           FREDE
9/4/2018,18.75,-,Student Loan           ,CANADA                       
8/30/2018,-80.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
8/30/2018,-23.78,-,POS Purchase           ,THE SNOOTY FOX           FREDE
8/29/2018,-35.38,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
8/29/2018,-20.02,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
8/28/2018,-104.41,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
8/27/2018,-6.08,-,POS Purchase           ,FPOS TIM HORTONS #2848# QFREDE
8/27/2018,-154.72,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
8/27/2018,-12.59,-,POS Purchase           ,FPOS A&W #7218           FREDE
8/25/2018,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
8/25/2018,-9,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
8/23/2018,-1.94,-,POS Purchase           ,FPOS TIM HORTONS #2853# QBRIST
8/21/2018,-31.04,-,POS Purchase           ,DINER DOWN UNDER         BATH 
8/15/2018,-44.42,-,Miscellaneous Payment  ,EnergieNB Power              
8/15/2018,-75,-,POS Purchase           ,CIRCLE K / IRVING #201   FREDE
8/15/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
8/15/2018,-200,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
8/14/2018,-6.78,-,Miscellaneous Payment  ,PAYPAL                       
8/14/2018,-20.16,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
8/14/2018,-86.2,-,POS Purchase           ,WAL-MART #3032           FREDE
8/13/2018,-27.12,-,POS Purchase           ,KING STREET ALE HOUSE    FREDE
8/13/2018,-6.31,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE
8/13/2018,-18,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
8/11/2018,-200,-,ABM Withdrawal,
8/10/2018,-20.16,-,POS Purchase           ,EASTSIDE MARIOS #8794    FREDE
8/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P0701A2854  Stock
8/9/2018,-35.35,-,POS Purchase           ,OPOS Amazon.ca           AMAZO
8/8/2018,2016,-,EI                     ,CANADA                       
8/7/2018,-5.5,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
8/7/2018,-71.41,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
8/6/2018,40,-,DEPOSIT                ,PC-EMAIL MONEY TRF
8/2/2018,4138,-,EI                     ,CANADA                       
8/1/2018,-362.5,-,Rent/Lease             ,SKYFALL                      
7/31/2018,-26.91,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
7/30/2018,-29.9,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
7/27/2018,-153.2,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
7/27/2018,-162,-,POS Purchase           ,OPOS SERVICE NB - ONLINE FREDE
7/27/2018,-14.81,-,POS Purchase           ,FPOS SUBWAY # 5290       FREDE
7/25/2018,-11.16,-,POS Purchase           ,FPOS A&W #7218           FREDE
7/24/2018,-83.19,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
7/23/2018,-27.73,-,Miscellaneous Payment  ,EnergieNB Power              
7/23/2018,-100,-,ABM Withdrawal,
7/23/2018,-9.06,-,POS Purchase           ,FPOS CANADIAN TIRE #0035 FREDE
7/23/2018,-60.02,-,POS Purchase           ,CIRCLE K / IRVING  QPS   FREDE
7/18/2018,-5.99,-,POS Purchase           ,FPOS SOBEYS #849        QFREDE
7/17/2018,-66.91,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
7/13/2018,-6.8,-,Miscellaneous Payment  ,PAYPAL                       
7/11/2018,-15.82,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
7/11/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
7/11/2018,-40,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
7/10/2018,-48.59,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
7/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P06A7E5780  Stock
7/5/2018,-12.59,-,POS Purchase           ,FPOS A&W #7218           FREDE
7/5/2018,161.9,-,Provincial Payment     ,CANADA                       
7/3/2018,-38.21,-,Miscellaneous Payment  ,EnergieNB Power              
7/3/2018,-362.5,-,Rent/Lease             ,SKYFALL                      
7/3/2018,-12,-,POS Purchase           ,PITA PIT                 FREDE
7/3/2018,-52.63,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
6/29/2018,-19.11,-,Miscellaneous Payment  ,EnergieNB Power              
6/29/2018,114.31,-,DEPOSIT                ,PC-EMAIL MONEY TRF
6/28/2018,-158.62,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
6/28/2018,166,-,ABM Deposit,
6/28/2018,280,-,DEPOSIT                ,
6/26/2018,-34.94,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
6/25/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/25/2018,-175,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
6/22/2018,-9,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
6/22/2018,-50.52,-,POS Purchase           ,WAL-MART #3032           FREDE
6/19/2018,-13.8,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
6/18/2018,-42.99,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
6/13/2018,-6.72,-,Miscellaneous Payment  ,PAYPAL                       
6/13/2018,-71,-,POS Purchase           ,FPOS COSTCO GAS W1090    FREDE
6/13/2018,-6.9,-,POS Purchase           ,JACOBS DAIRY SHOP        FREDE
6/11/2018,-4.99,-,POS Purchase           ,OPOS Spotify P064BFC458  Stock
6/9/2018,-35.99,-,POS Purchase           ,FPOS ALCOOL NB LIQUOR  #0FREDE
6/8/2018,-14.31,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
6/8/2018,-12.99,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
6/6/2018,-44.85,-,POS Purchase           ,OPOS Amazon.ca Prime Membamazo
6/5/2018,-47.52,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
6/5/2018,-11.16,-,POS Purchase           ,FPOS A&W #7218           FREDE
6/2/2018,-95.94,-,POS Purchase           ,WAL-MART #3032           FREDE
6/2/2018,-15.99,-,POS Purchase           ,OPOS Amazon *Marketplce CWWW.A
6/1/2018,-35.89,-,POS Purchase           ,DOMINO'S PIZZA #10902    FREDE
6/1/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
6/1/2018,-362.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
5/31/2018,-118.14,-,Miscellaneous Payment  ,EnergieNB Power              
5/30/2018,-21.88,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
5/30/2018,-21.88,-,POS Purchase           ,OPOS BELL ALIANT ONLINE #SAINT
5/29/2018,-13.25,-,Miscellaneous Payment  ,PAYPAL                       
5/29/2018,-13.25,-,Miscellaneous Payment  ,PAYPAL                       
5/29/2018,4025,-,Student Loan           ,NB STUDENT LOAN              
5/29/2018,-76,-,POS Purchase           ,FPOS UNB SECURITY        FREDE
5/28/2018,-22,-,POS Purchase           ,DR LILLIAN C LINTON PR   FLORE
5/28/2018,-30.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
5/22/2018,-53.13,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
5/15/2018,-6.6,-,Miscellaneous Payment  ,PAYPAL                       
5/15/2018,-80.02,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
5/15/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
5/15/2018,-35,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
5/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P05ECF0E74  Stock
5/9/2018,-20,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
5/9/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
5/9/2018,-387.5,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
5/8/2018,-4.04,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
5/8/2018,-91.73,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
5/3/2018,-5.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
5/3/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
5/3/2018,-220,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
5/1/2018,362.5,-,Correction             ,
5/1/2018,-362.5,-,Rent/Lease             ,SKYFALL                      
5/1/2018,-70.04,-,POS Purchase           ,WAL-MART #3032           FREDE
5/1/2018,-43.62,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
5/1/2018,1451,-,ABM Deposit,
4/30/2018,-25,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
4/30/2018,-2.17,-,POS Purchase           ,FPOS TIM HORTONS #2853# QBRIST
4/28/2018,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
4/28/2018,-12.87,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
4/27/2018,-5.74,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
4/27/2018,-15.85,-,POS Purchase           ,FPOS MANCHU WOK RESTAURANFREDE
4/26/2018,-24.42,-,POS Purchase           ,PIZZA DELIGHT PROSPECT   FREDE
4/26/2018,-8.91,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE
4/25/2018,-13.25,-,Miscellaneous Payment  ,PAYPAL                       
4/24/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
4/24/2018,-140,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
4/24/2018,-11.59,-,POS Purchase           ,FPOS SUBWAY # 20599      FREDE
4/24/2018,-8.5,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
4/23/2018,-75.99,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE
4/23/2018,-5.15,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE
4/21/2018,-14.06,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
4/20/2018,-23.52,-,POS Purchase           ,FPOS MCGINNIS LANDING    FREDE
4/19/2018,-12.28,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
4/18/2018,-8.58,-,POS Purchase           ,FPOS TIM HORTONS #0176# QFREDE
4/17/2018,-8.15,-,Miscellaneous Payment  ,PAYPAL                       
4/17/2018,-71.77,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
4/16/2018,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
4/16/2018,-60,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
4/16/2018,-8.02,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
4/14/2018,-22.33,-,POS Purchase           ,GRECO PIZZA              FREDE
4/13/2018,-6.51,-,Miscellaneous Payment  ,PAYPAL                       
4/12/2018,-2.05,-,POS Purchase           ,FPOS UNIV OF NEW BRUNSWICFREDE
4/10/2018,-1.14,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE
4/10/2018,-60.63,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
4/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P05932B849  Stock
4/9/2018,-14.49,-,POS Purchase           ,PAPA GEORGIOS PIZZA      FREDE
4/9/2018,20,-,DEPOSIT                ,MB-EMAIL MONEY TRF
4/7/2018,-70.01,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
4/7/2018,-42.99,-,POS Purchase           ,ALCOOL NB LIQUOR  #045   FREDE
4/7/2018,-6.89,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
4/6/2018,-362.5,25,Cheque                 ,
4/5/2018,166.64,-,Provincial Payment     ,CANADA                       
4/4/2018,920.58,-,Tax Refund             ,CANADA                       
4/2/2018,-290,23,Cheque                 ,
3/31/2018,-7.35,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
3/31/2018,-42.16,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
3/28/2018,-27.6,-,POS Purchase           ,CELLAR PUB (CA100)       FREDE
3/27/2018,-200,-,WITHDRAWAL             ,
3/26/2018,-38.59,-,POS Purchase           ,OPOS Amazon.ca           AMAZO
3/26/2018,-41.99,-,POS Purchase           ,FPOS CINEPLEX #6111      FREDE
3/24/2018,-18.63,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
3/23/2018,-29.32,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
3/21/2018,-35.04,-,POS Purchase           ,JUNGLE JIM'S EATERY -    FREDE
3/20/2018,-2.59,-,POS Purchase           ,FPOS DOLLARAMA # 337     FREDE
3/20/2018,-73.99,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
3/20/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
3/20/2018,-45,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
3/19/2018,-2.17,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
3/19/2018,-9.18,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
3/17/2018,-2.17,-,POS Purchase           ,FPOS TIM HORTONS #2598   WOODS
3/17/2018,-7.45,-,POS Purchase           ,FPOS TIM HORTONS #2131# QFREDE
3/17/2018,-40.01,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
3/16/2018,-9.2,-,POS Purchase           ,FPOS A&W #7218           FREDE
3/13/2018,-6.63,-,Miscellaneous Payment  ,PAYPAL                       
3/13/2018,-87.89,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
3/13/2018,-10.97,-,POS Purchase           ,FPOS A&W #7218           FREDE
3/12/2018,-27.7,-,POS Purchase           ,HILLTOP GRILL & BEVERAGE FREDE
3/12/2018,-21.83,-,POS Purchase           ,OPOS 16.50 THICK ASS GLASHORSH
3/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P0536B296E  Stock
3/5/2018,-9.82,-,POS Purchase           ,FPOS TIM HORTONS #2853# QBRIST
3/5/2018,-44.8,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
3/3/2018,-12.65,-,POS Purchase           ,BURGER KING #23282       FREDE
3/2/2018,-3.1,-,POS Purchase           ,FPOS UNIV OF NEW BRUNSWICFREDE
3/1/2018,-290,22,Cheque                 ,
3/1/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
3/1/2018,-154.6,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
2/28/2018,-104.72,-,POS Purchase           ,WAL-MART #3032           FREDE
2/27/2018,-15.51,-,Miscellaneous Payment  ,PAYPAL                       
2/27/2018,33,-,DEPOSIT                ,PC-EMAIL MONEY TRF
2/27/2018,-3.45,-,POS Purchase           ,FPOS WENDY'S RESTAURANT QFREDE
2/26/2018,-30.76,-,Miscellaneous Payment  ,PAYPAL                       
2/26/2018,15,-,DEPOSIT                ,MB-EMAIL MONEY TRF
2/26/2018,12,-,DEPOSIT                ,MB-EMAIL MONEY TRF
2/26/2018,-5.5,-,POS Purchase           ,FPOS BLACK'S            QHARVE
2/24/2018,-16.09,-,POS Purchase           ,GRECO PIZZA              FREDE
2/24/2018,-9.07,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE
2/22/2018,-6.46,-,POS Purchase           ,THE GOODY SHOP           FREDE
2/22/2018,-13.23,-,POS Purchase           ,FPOS PAPA JOHN'S PIZZA   FREDE
2/20/2018,-23.23,-,POS Purchase           ,OPOS 17.99 THICK ASS GLASHORSH
2/19/2018,-43.15,-,POS Purchase           ,GRECO PIZZA              FREDE
2/17/2018,-10.79,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
2/17/2018,-40.03,-,POS Purchase           ,FPOS HANWELL ROAD IRVING HANWE
2/17/2018,-39.75,-,POS Purchase           ,OPOS CINEPLEX #8030 WEB QTORON
2/16/2018,-140,-,ABM Withdrawal,
2/13/2018,-28.21,-,POS Purchase           ,PORTERS DINER            HANWE
2/13/2018,-48.01,-,POS Purchase           ,FPOS SOBEYS #535        QFREDE
2/13/2018,-79.09,-,POS Purchase           ,FPOS COSTCO WHOLESALE W10FREDE
2/13/2018,-1.85,-,POS Purchase           ,FPOS UNIV OF NEW BRUNSWICFREDE
2/12/2018,-6.51,-,Miscellaneous Payment  ,PAYPAL                       
2/12/2018,0,-,Service Charge         ,MB-FREE EMAIL MONEY TRF
2/12/2018,-36.23,-,WITHDRAWAL             ,MB-EMAIL MONEY TRF
2/12/2018,0,-,Service Charge         ,PC-FREE EMAIL MONEY TRF
2/12/2018,-80,-,WITHDRAWAL             ,PC-EMAIL MONEY TRF
2/12/2018,-10.35,-,POS Purchase           ,FPOS DAIRY QUEEN #12176  FREDE
2/12/2018,-7,-,POS Purchase           ,FPOS MCDONALD'S #1808    FREDE
2/12/2018,-40,-,POS Purchase           ,FPOS CIRCLE K / IRVING  QFREDE
2/10/2018,-4.99,-,POS Purchase           ,OPOS Spotify P04E533203  Stock
2/8/2018,-27.59,-,POS Purchase           ,OPOS DOMINO'S PIZZA #1090FREDE
2/6/2018,-115.95,-,POS Purchase           ,SOBEYS #535        QPS   FREDE
2/5/2018,-5.38,-,POS Purchase           ,FPOS TIM HORTONS #0276# QFREDE
2/3/2018,-37.93,-,POS Purchase           ,CANADIAN TIRE #0035      FREDE
2/3/2018,-18.88,-,POS Purchase           ,RINGO'S BAR & GRILL      FREDE
